miRNA ID,donor1 2D,donor2 2D,donor1 3D,donor2 3D,Fold change,p-value
hsa-miR-4762-3p,0.017485574,0.005865348,0.009746416,0.005329008,0.65,
hsa-miR-4762-5p,0.029725476,0.011311743,0.019847247,0.010194625,0.73,
hsa-miR-4763-3p,0.052456723,0.055720809,0.020910492,0.022242817,0.4,
hsa-miR-4763-5p,0.076936527,0.118982781,0.021973738,0.041936979,0.33,
hsa-miR-4764-3p,0.069942298,0.053207089,0.037922419,0.042632067,0.65,
hsa-miR-4764-5p,0.040216821,0.053626042,0.054048307,0.018767377,0.78,
hsa-miR-4765,0.052456723,0.017596045,0.021264908,0.014828545,0.52,
hsa-miR-4766-3p,0.027976919,0.014244417,0.019847247,0.009731233,0.7,
hsa-miR-4766-5p,0.06119951,0.063680925,0.06981978,0.031742354,0.81,
hsa-miR-4767,0.055953838,0.061586158,0.080452234,0.134847081,1.83,
hsa-miR-4768-3p,0.020982689,0.018852905,0.021264908,0.019462465,1.02,
hsa-miR-4768-5p,0.024479804,0.009216976,0.012227322,0.008341057,0.61,
hsa-miR-4769-3p,0.047211051,0.031002556,0.05741525,0.079703429,1.75,
hsa-miR-4769-5p,0.027976919,0.017596045,0.012227322,0.015291937,0.6,
hsa-miR-4770,0.031474034,0.007122209,0.02179653,0.007645968,0.76,
hsa-miR-4771,0.064696625,0.022623487,0.019492832,0.020157553,0.45,
hsa-miR-4772-3p,0.029725476,0.010473836,0.015062643,0.010194625,0.63,
hsa-miR-4772-5p,0.108410561,0.064937785,0.058655703,0.028035218,0.5,
hsa-miR-4773,0.036719706,0.015501278,0.018784002,0.011353105,0.58,
hsa-miR-4774-3p,0.001748557,0.007960116,0.00797434,0.0057924,1.42,
hsa-miR-4774-5p,0.029725476,0.010054883,0.016303096,0.011584801,0.7,
hsa-miR-4775,0.094422102,0.148728476,0.049086495,0.093141798,0.58,
hsa-miR-4776-3p,0.064696625,0.067451506,0.046073966,0.037534754,0.63,
hsa-miR-4776-5p,0.034971149,0.018852905,0.01967004,0.014365153,0.63,
hsa-miR-4777-3p,0.020982689,0.005865348,0.00584785,0.005560704,0.42,
hsa-miR-4777-5p,0.001748557,0.004608488,0.006202265,0.005560704,1.85,
hsa-miR-4778-3p,0.031474034,0.020947673,0.023214191,0.024328082,0.91,
hsa-miR-4778-5p,0.036719706,0.016758138,0.012227322,0.011584801,0.45,
hsa-miR-4779,0.020982689,0.02304244,0.021973738,0.028962002,1.16,
hsa-miR-4780,0.045462493,0.023880347,0.043061438,0.022474513,0.95,
hsa-miR-4781-3p,0.160867284,0.04734174,0.051744608,0.034059314,0.41,
hsa-miR-4781-5p,0.131141808,0.209057774,0.199712924,0.102409639,0.89,
hsa-miR-4782-3p,0.041965379,0.015920231,0.027112757,0.015755329,0.74,
hsa-miR-4782-5p,0.097919217,0.051531275,0.044124683,0.030352178,0.5,
hsa-miR-4783-3p,0.080433642,0.034773137,0.01967004,0.028730306,0.42,
hsa-miR-4783-5p,0.034971149,0.049855461,0.032428984,0.040083411,0.85,
hsa-miR-4784,0.208078335,0.237965562,0.207155641,0.253243744,1.03,
hsa-miR-4785,0.120650463,0.202354518,0.117488614,0.199258573,0.98,
hsa-miR-4786-3p,0.073439412,0.13825464,0.03632755,0.085032437,0.57,
hsa-miR-4786-5p,0.059450953,0.027231975,0.060250571,0.026876738,1.01,
hsa-miR-4787-3p,0.06819374,0.059491391,0.02764438,0.058387396,0.67,
hsa-miR-4787-5p,0.080433642,0.043990113,0.020556077,0.038461538,0.47,
hsa-miR-4788,0.092673544,0.076668482,0.041643777,0.033364226,0.44,
hsa-miR-4789-3p,0.022731247,0.007541162,0.015062643,0.006719184,0.72,
hsa-miR-4789-5p,0.001748557,0.005446395,0.005139019,0.002548656,1.07,
hsa-miR-4790-3p,0.001748557,0.009216976,0.008860378,0.009499537,1.67,
hsa-miR-4790-5p,0.031474034,0.01089279,0.00726551,0.007182576,0.34,
hsa-miR-4791,0.001748557,0.008798023,0.006202265,0.006255792,1.18,
hsa-miR-4792,0.486098968,1.37291047,0.528964576,1.13021316,0.89,
hsa-miR-4793-3p,0.188844204,0.031840463,0.017011926,0.02386469,0.19,
hsa-miR-4793-5p,0.110159119,0.142025221,0.054225514,0.056070436,0.44,
hsa-miR-4794,0.034971149,0.018014999,0.008505963,0.013206673,0.41,
hsa-miR-4795-3p,0.031474034,0.007122209,0.021973738,0.005329008,0.71,
hsa-miR-4795-5p,0.019234132,0.008379069,0.007442718,0.008804449,0.59,
hsa-miR-4796-3p,0.052456723,0.011311743,0.013467775,0.00695088,0.32,
hsa-miR-4796-5p,0.001748557,0.008379069,0.009392001,0.005097312,1.43,
hsa-miR-4797-3p,0.001748557,0.009216976,0.018429587,0.009499537,2.55,
hsa-miR-4798-3p,0.043713936,0.018433952,0.025340682,0.010658017,0.58,
hsa-miR-4798-5p,0.045462493,0.02304244,0.020201662,0.012743281,0.48,
hsa-miR-4799-3p,0.024479804,0.005865348,0.008860378,0.003243744,0.4,
hsa-miR-4799-5p,0.031474034,0.01089279,0.02179653,0.008341057,0.71,
hsa-miR-4800-3p,0.047211051,0.011730697,0.01311336,0.012279889,0.43,
hsa-miR-4800-5p,0.071690855,0.030583602,0.026226719,0.045644115,0.7,
hsa-miR-4801,0.057702396,0.026813021,0.03420106,0.018999073,0.63,
hsa-miR-4802-3p,0.80608498,2.812853492,0.442487285,0.908943466,0.37,
hsa-miR-4802-5p,0.022731247,0.014244417,0.040580532,0.013206673,1.45,
hsa-miR-4803,0.057702396,0.012568604,0.010278039,0.011353105,0.31,
hsa-miR-4804-3p,0.206329778,0.984540618,0.513724726,1.106580167,1.36,
hsa-miR-4804-5p,0.080433642,0.213666262,0.150980844,0.278266914,1.46,
hsa-miR-483-3p,1.388354607,0.312120323,0.251457532,0.195319741,0.26,
hsa-miR-483-5p,0.356705718,0.72772215,0.340415729,0.357738647,0.64,
hsa-miR-484,0.206329778,0.234194981,0.231610285,0.294022243,1.19,
hsa-miR-485-3p,0.138136038,0.153755918,0.255178891,0.218952734,1.62,
hsa-miR-485-5p,0.120650463,0.126523943,0.143360919,0.177710843,1.3,
hsa-miR-486-3p,2.371043889,0.749088776,0.276089383,0.34476367,0.2,
hsa-miR-486-5p,13.43766393,8.941723575,1.123141536,3.501390176,0.21,
hsa-miR-487a-3p,0.001748557,0.028488835,0.043415853,0.033364226,2.54,
hsa-miR-487a-5p,0.048959608,0.025556161,0.018075171,0.021779425,0.53,
hsa-miR-487b-3p,0.169610072,0.286145209,0.246850136,0.296802595,1.19,
hsa-miR-487b-5p,0.097919217,0.21827475,0.186245149,0.386237257,1.81,
hsa-miR-488-3p,0.026228362,0.029326742,0.0210877,0.019230769,0.73,
hsa-miR-488-5p,0.124147578,0.090493946,0.046073966,0.055143652,0.47,
hsa-miR-489-3p,0.033222591,0.026394068,0.02179653,0.034522706,0.94,
hsa-miR-489-5p,0.001748557,0.013825464,0.008860378,0.005097312,0.9,
hsa-miR-490-3p,0.062948068,0.02304244,0.043770268,0.024559778,0.79,
hsa-miR-490-5p,0.089176429,0.085885458,0.077616913,0.0581557,0.78,
hsa-miR-491-3p,0.029725476,0.015082324,0.013999397,0.021316033,0.79,
hsa-miR-491-5p,0.15037594,0.043152206,0.044479098,0.051899907,0.5,
hsa-miR-492,0.020982689,0.018433952,0.019315624,0.013206673,0.83,
hsa-miR-493-3p,0.104913446,0.090074993,0.193156244,0.171223355,1.87,
hsa-miR-493-5p,0.160867284,0.21827475,0.467296344,0.38253012,2.24,
hsa-miR-494-3p,0.223815352,0.232519167,0.502915064,0.367933272,1.91,
hsa-miR-494-5p,0.031474034,0.015920231,0.015417058,0.014133457,0.62,
hsa-miR-495-3p,0.029725476,0.034354183,0.047314419,0.043790547,1.42,
hsa-miR-495-5p,0.038468264,0.016758138,0.01453102,0.016218721,0.56,
hsa-miR-496,0.024479804,0.01214965,0.014176605,0.010658017,0.68,
hsa-miR-497-3p,0.031474034,0.016758138,0.016125888,0.018999073,0.73,
hsa-miR-497-5p,0.033222591,0.038962671,0.085236838,0.056302132,1.96,
hsa-miR-498,0.040216821,0.037705811,0.032606192,0.031278962,0.82,
hsa-miR-4999-3p,0.062948068,0.138673593,0.038631249,0.109128823,0.73,
hsa-miR-4999-5p,0.022731247,0.004608488,0.007442718,0.007414272,0.54,
hsa-miR-499a-3p,0.001748557,0.006284302,0.006202265,0.004170528,1.29,
hsa-miR-499a-5p,0.027976919,0.013825464,0.008151548,0.00695088,0.36,
hsa-miR-499b-3p,0.050708166,0.017596045,0.015771473,0.007877665,0.35,
hsa-miR-499b-5p,0.001748557,0.006284302,0.006733887,0.005097312,1.47,
hsa-miR-5000-3p,0.024479804,0.008379069,0.017011926,0.012974977,0.91,
hsa-miR-5000-5p,0.038468264,0.010473836,0.013999397,0.006487488,0.42,
hsa-miR-5001-3p,0.038468264,0.018852905,0.033669437,0.022242817,0.98,
hsa-miR-5001-5p,0.054205281,0.056558716,0.041643777,0.058850788,0.91,
hsa-miR-5002-3p,0.034971149,0.018852905,0.014353813,0.014133457,0.53,
hsa-miR-5002-5p,0.076936527,0.019271859,0.022150945,0.018999073,0.43,
hsa-miR-5003-3p,0.071690855,0.018852905,0.050504156,0.027108434,0.86,
hsa-miR-5003-5p,0.22556391,0.661108551,0.205737981,0.43836886,0.73,
hsa-miR-5004-3p,0.038468264,0.015920231,0.040048909,0.034059314,1.36,
hsa-miR-5004-5p,0.001748557,0.013406511,0.013999397,0.008572753,1.49,
hsa-miR-5006-3p,0.089176429,0.041476392,0.030302493,0.022937905,0.41,
hsa-miR-5006-5p,1.921664627,2.742469312,1.6893197,1.747219648,0.74,
hsa-miR-5007-3p,0.132890365,0.051112321,0.061668232,0.022011121,0.45,
hsa-miR-5007-5p,0.024479804,0.018852905,0.016125888,0.016450417,0.75,
hsa-miR-5008-3p,0.036719706,0.012568604,0.07052861,0.078776645,3.03,
hsa-miR-5008-5p,0.029725476,0.007541162,0.012404529,0.005560704,0.48,
hsa-miR-5009-3p,0.096170659,0.107252084,0.09019865,0.052826691,0.7,
hsa-miR-5009-5p,0.802587865,0.24257405,0.16072726,0.301436515,0.44,
hsa-miR-500a-3p,0.031474034,0.028069881,0.070883025,0.072752549,2.41,
hsa-miR-500a-5p,0.031474034,0.012987557,0.015594266,0.016450417,0.72,
hsa-miR-500b-3p,0.001748557,0.006284302,0.003898566,0.004170528,1,
hsa-miR-500b-5p,0.001748557,0.005446395,0.007797133,0.007877665,2.18,
hsa-miR-501-3p,0.073439412,0.036867904,0.080806649,0.081325301,1.47,
hsa-miR-501-5p,0.0821822,0.121077548,0.212294661,0.156626506,1.82,
hsa-miR-5010-3p,0.034971149,0.03393523,0.025340682,0.019694161,0.65,
hsa-miR-5010-5p,2.045812205,6.593908417,1.195442221,5.549119555,0.78,
hsa-miR-5011-3p,0.001748557,0.004608488,0.004252982,0.005329008,1.51,
hsa-miR-5011-5p,0.111907676,0.133646152,0.093211178,0.09244671,0.76,
hsa-miR-502-3p,0.040216821,0.025137207,0.112172388,0.099165894,3.23,
hsa-miR-502-5p,0.020982689,0.014244417,0.02764438,0.015755329,1.23,
hsa-miR-503-3p,0.073439412,0.033516276,0.02906204,0.024328082,0.5,
hsa-miR-503-5p,0.07518797,0.054463949,0.125285747,0.086190918,1.63,
hsa-miR-504-3p,0.001748557,0.015501278,0.010809661,0.013438369,1.41,
hsa-miR-504-5p,0.089176429,0.072897901,0.027821587,0.037534754,0.4,
hsa-miR-5047,0.087427872,0.031421509,0.030302493,0.02502317,0.47,
hsa-miR-505-3p,0.034971149,0.044409066,0.04146657,0.03544949,0.97,
hsa-miR-505-5p,0.111907676,0.025556161,0.023036983,0.021316033,0.32,
hsa-miR-506-3p,0.026228362,0.004189535,0.007088303,0.006255792,0.44,
hsa-miR-506-5p,0.001748557,0.018014999,0.01382219,0.009036145,1.16,
hsa-miR-507,0.020982689,0.012568604,0.016480303,0.007645968,0.72,
hsa-miR-508-3p,0.055953838,0.012987557,0.011164076,0.011584801,0.33,
hsa-miR-508-5p,0.033222591,0.010054883,0.008860378,0.008804449,0.41,
hsa-miR-5087,0.071690855,0.08253383,0.037745211,0.036376274,0.48,
hsa-miR-5088-3p,0.108410561,0.291591604,0.077262498,0.160101946,0.59,
hsa-miR-5088-5p,0.097919217,0.061167204,0.064503553,0.043095459,0.68,
hsa-miR-5089-3p,0.160867284,0.049017554,0.025517889,0.028266914,0.26,
hsa-miR-5089-5p,0.022731247,0.006284302,0.009569208,0.009036145,0.64,
hsa-miR-509-3-5p,0.001748557,0.018014999,0.007619925,0.018999073,1.35,
hsa-miR-509-3p,0.120650463,0.940550505,0.206624019,0.93257646,1.07,
hsa-miR-509-5p,0.001748557,0.040219532,0.018606794,0.036376274,1.31,
hsa-miR-5090,0.58052107,2.253550631,0.457018306,1.708526413,0.76,
hsa-miR-5091,0.038468264,0.025556161,0.02037887,0.022706209,0.67,
hsa-miR-5092,0.031474034,0.029326742,0.032960607,0.019694161,0.87,
hsa-miR-5093,0.038468264,0.064518832,0.023036983,0.036839666,0.58,
hsa-miR-5094,0.022731247,0.012987557,0.010455246,0.00695088,0.49,
hsa-miR-5095,0.038468264,0.072478948,0.033492229,0.081093605,1.03,
hsa-miR-5096,0.057702396,0.020947673,0.024277436,0.021316033,0.58,
hsa-miR-510-3p,0.155621612,0.123591269,0.344491503,0.210379981,1.99,
hsa-miR-510-5p,0.101416332,0.399681595,0.104906877,0.381835032,0.97,
hsa-miR-5100,0.129393251,0.044409066,0.074427177,0.052594995,0.73,
hsa-miR-511-3p,0.027976919,0.005027441,0.009037586,0.006024096,0.46,
hsa-miR-511-5p,0.06819374,0.280279861,0.062022647,0.242122335,0.87,
hsa-miR-512-3p,0.027976919,0.011730697,0.023036983,0.009499537,0.82,
hsa-miR-512-5p,0.069942298,0.014244417,0.017189134,0.013438369,0.36,
hsa-miR-513a-3p,0.029725476,0.029745695,0.010455246,0.034059314,0.75,
hsa-miR-513a-5p,0.024479804,0.007960116,0.00726551,0.006255792,0.42,
hsa-miR-513b-3p,0.019234132,0.018433952,0.047668835,0.013438369,1.62,
hsa-miR-513b-5p,0.001748557,0.000418953,0.004607397,0.003938832,3.94,
hsa-miR-513c-3p,0.001748557,0.004189535,0.002126491,0.003012048,0.87,
hsa-miR-513c-5p,0.111907676,0.034773137,0.403501621,0.026413346,2.93,
hsa-miR-514a-3p,0.0821822,0.030164649,0.027467172,0.040546803,0.61,
hsa-miR-514a-5p,0.055953838,0.014663371,0.013467775,0.015291937,0.41,
hsa-miR-514b-3p,0.001748557,0.012987557,0.006733887,0.005097312,0.8,
hsa-miR-514b-5p,0.001748557,0.019271859,0.005493434,0.007414272,0.61,
hsa-miR-515-3p,0.026228362,0.008379069,0.016480303,0.008109361,0.71,
hsa-miR-515-5p,0.001748557,0.010054883,0.009569208,0.010889713,1.73,
hsa-miR-516a-3p,0.022731247,0.008798023,0.007088303,0.0057924,0.41,
hsa-miR-516a-5p,0.031474034,0.019690812,0.010278039,0.014365153,0.48,
hsa-miR-516b-3p,0.031474034,0.009635929,0.008151548,0.006719184,0.36,
hsa-miR-516b-5p,0.001748557,0.006703255,0.008151548,0.007414272,1.84,
hsa-miR-517-5p,0.001748557,0.010473836,0.023745813,0.018303985,3.44,
hsa-miR-517a-3p,0.001748557,0.000418953,0.004430189,0.000231696,2.15,
hsa-miR-517b-3p,0.001748557,0.000418953,0.002126491,0.000231696,1.09,
hsa-miR-517c-3p,0.001748557,0.000418953,0.004961812,0.00231696,3.36,
hsa-miR-5186,0.034971149,0.016339185,0.017189134,0.012511585,0.58,
hsa-miR-5187-3p,0.019234132,0.017596045,0.012581737,0.022706209,0.96,
hsa-miR-5187-5p,1.138310894,1.76840253,1.005475714,0.860055607,0.64,
hsa-miR-5188,0.038468264,0.015082324,0.022859776,0.018303985,0.77,
hsa-miR-5189-3p,0.134638923,0.032259416,0.034023852,0.024328082,0.35,
hsa-miR-5189-5p,0.033222591,0.029326742,0.077439705,0.066496756,2.3,
hsa-miR-518a-3p,0.048959608,0.029745695,0.023568606,0.022937905,0.59,
hsa-miR-518a-5p,0.020982689,0.004189535,0.001772076,0.004402224,0.25,
hsa-miR-518b,0.083930757,0.02178558,0.011518492,0.009499537,0.2,
hsa-miR-518c-3p,0.001748557,0.008798023,0.008505963,0.007182576,1.49,
hsa-miR-518c-5p,0.001748557,0.005865348,0.008683171,0.004170528,1.69,
hsa-miR-518d-3p,0.059450953,0.034773137,0.024277436,0.020852641,0.48,
hsa-miR-518e-3p,0.145130268,0.614604717,0.288493913,0.34592215,0.84,
hsa-miR-518e-5p,0.017485574,0.000418953,0.006025057,0.004865616,0.61,
hsa-miR-518f-3p,0.020982689,0.006284302,0.00584785,0.008109361,0.51,
hsa-miR-518f-5p,0.001748557,0.000418953,0.002303698,0.000231696,1.17,
hsa-miR-5190,0.050708166,0.081695924,0.031720154,0.072752549,0.79,
hsa-miR-5191,0.094422102,0.039381625,0.033492229,0.034754402,0.51,
hsa-miR-5192,0.069942298,0.080858017,0.038631249,0.040778499,0.53,
hsa-miR-5193,0.237803812,0.175960451,0.098350198,0.123030584,0.54,
hsa-miR-5194,0.110159119,0.282793582,0.200244546,0.312094532,1.3,
hsa-miR-5195-3p,0.050708166,0.015501278,0.017011926,0.010889713,0.42,
hsa-miR-5195-5p,0.029725476,0.032259416,0.022505361,0.022011121,0.72,
hsa-miR-5196-3p,0.113656234,0.240060329,0.131133597,0.201343837,0.94,
hsa-miR-5196-5p,0.120650463,0.068289413,0.068224912,0.059545876,0.68,
hsa-miR-5197-3p,0.138136038,0.153755918,0.079034573,0.075301205,0.53,
hsa-miR-5197-5p,0.083930757,0.014663371,0.032960607,0.016682113,0.5,
hsa-miR-519a-3p,0.001748557,0.000418953,0.005316227,0.000231696,2.56,
hsa-miR-519b-3p,0.001748557,0.000418953,0.003189736,0.000231696,1.58,
hsa-miR-519c-3p,0.029725476,0.013406511,0.031188531,0.006719184,0.88,
hsa-miR-519c-5p,0.001748557,0.01214965,0.000177208,0.008341057,0.61,
hsa-miR-519d-3p,0.080433642,0.039800578,0.009569208,0.020157553,0.25,
hsa-miR-519d-5p,0.022731247,0.008798023,0.011518492,0.007877665,0.62,
hsa-miR-519e-3p,0.001748557,0.004189535,0.010278039,0.00347544,2.32,
hsa-miR-519e-5p,0.069942298,0.020947673,0.017011926,0.011816497,0.32,
hsa-miR-520a-3p,0.038468264,0.01089279,0.009746416,0.009036145,0.38,
hsa-miR-520a-5p,0.001748557,0.006284302,0.006379472,0.00463392,1.37,
hsa-miR-520d-3p,0.045462493,0.031840463,0.02693555,0.024096386,0.66,
hsa-miR-520d-5p,0.031474034,0.006703255,0.005316227,0.007182576,0.33,
hsa-miR-520e,0.017485574,0.007960116,0.009392001,0.005329008,0.58,
hsa-miR-520f-3p,0.001748557,0.000418953,0.002126491,0.000231696,1.09,
hsa-miR-520f-5p,0.001748557,0.000418953,0.000177208,0.002548656,1.26,
hsa-miR-520g-5p,0.027976919,0.013406511,0.016657511,0.00695088,0.57,
hsa-miR-520h,0.024479804,0.009635929,0.00797434,0.008341057,0.48,
hsa-miR-521,0.036719706,0.008379069,0.008151548,0.006487488,0.32,
hsa-miR-522-3p,0.019234132,0.007541162,0.04944091,0.002548656,1.94,
hsa-miR-522-5p,0.001748557,0.009216976,0.001949283,0.003938832,0.54,
hsa-miR-523-3p,0.001748557,0.011730697,0.007088303,0.006024096,0.97,
hsa-miR-523-5p,0.001748557,0.000418953,0.001772076,0.000231696,0.92,
hsa-miR-524-3p,0.026228362,0.007122209,0.007797133,0.003938832,0.35,
hsa-miR-524-5p,0.001748557,0.008798023,0.013644982,0.012279889,2.46,
hsa-miR-525-3p,0.020982689,0.033097323,0.01523985,0.037534754,0.98,
hsa-miR-525-5p,0.06819374,0.015082324,0.011164076,0.011584801,0.27,
hsa-miR-526a,0.001748557,0.000418953,0.003189736,0.000231696,1.58,
hsa-miR-526b-3p,0.020982689,0.000418953,0.003012529,0.003012048,0.28,
hsa-miR-526b-5p,0.020982689,0.019271859,0.013467775,0.014828545,0.7,
hsa-miR-527,0.001748557,0.000418953,0.004075774,0.002548656,3.06,
hsa-miR-532-3p,0.124147578,0.102224643,0.056352005,0.086190918,0.63,
hsa-miR-532-5p,0.192341318,0.307092882,0.306746292,0.36862836,1.35,
hsa-miR-539-3p,0.038468264,0.018014999,0.040934947,0.018072289,1.04,
hsa-miR-539-5p,0.001748557,0.012568604,0.02179653,0.030352178,3.64,
hsa-miR-541-3p,0.020982689,0.010054883,0.01382219,0.010426321,0.78,
hsa-miR-541-5p,0.083930757,0.212409401,0.14034839,0.161955514,1.02,
hsa-miR-542-3p,0.28676342,0.303322301,0.25960908,0.177479147,0.74,
hsa-miR-542-5p,0.162615842,0.07038418,0.043593061,0.041936979,0.37,
hsa-miR-543,0.132890365,0.289077883,0.390211054,0.237256719,1.49,
hsa-miR-544a,0.057702396,0.015501278,0.029593663,0.010194625,0.54,
hsa-miR-544b,0.027976919,0.01089279,0.02037887,0.006024096,0.68,
hsa-miR-545-3p,0.001748557,0.012568604,0.01382219,0.007877665,1.52,
hsa-miR-545-5p,0.040216821,0.010054883,0.010278039,0.00695088,0.34,
hsa-miR-548-3p,0.001748557,0.006703255,0.016480303,0.00347544,2.36,
hsa-miR-548a,0.001748557,0.000418953,0.006379472,0.002780352,4.23,
hsa-miR-548a-3p,0.001748557,0.004608488,0.010100831,0.003938832,2.21,
hsa-miR-548a-5p,0.001748557,0.000418953,0.006379472,0.003938832,4.76,
hsa-miR-548ab,0.001748557,0.012568604,0.018606794,0.006719184,1.77,
hsa-miR-548ac,0.111907676,0.062005111,0.171536921,0.050278035,1.28,
hsa-miR-548ad-3p,0.029725476,0.017177092,0.013467775,0.013901761,0.58,
hsa-miR-548ad-5p,0.033222591,0.007960116,0.024809059,0.005097312,0.73,
hsa-miR-548ae-3p,0.001748557,0.009635929,0.011872907,0.007414272,1.69,
hsa-miR-548ae-5p,0.001748557,0.000418953,0.005493434,0.000231696,2.64,
hsa-miR-548ag,0.034971149,0.014244417,0.009923624,0.009731233,0.4,
hsa-miR-548ah-3p,0.001748557,0.000418953,0.002126491,0.000231696,1.09,
hsa-miR-548ah-5p,0.001748557,0.015501278,0.018075171,0.008572753,1.54,
hsa-miR-548ai,0.001748557,0.004189535,0.011518492,0.004865616,2.76,
hsa-miR-548aj-3p,0.07518797,0.040219532,0.018961209,0.023401297,0.37,
hsa-miR-548aj-5p,0.001748557,0.000418953,0.003898566,0.000231696,1.91,
hsa-miR-548ak,0.059450953,0.009635929,0.016125888,0.007182576,0.34,
hsa-miR-548al,0.047211051,0.009216976,0.007619925,0.00695088,0.26,
hsa-miR-548am-3p,0.020982689,0.015501278,0.037568003,0.010194625,1.31,
hsa-miR-548an,0.001748557,0.004608488,0.019138417,0.008804449,4.4,
hsa-miR-548ao-3p,0.045462493,0.019271859,0.045365136,0.014596849,0.93,
hsa-miR-548ao-5p,0.040216821,0.018852905,0.021973738,0.010426321,0.55,
hsa-miR-548ap-3p/548t-3p/548aa,0.031474034,0.014663371,0.017543549,0.014365153,0.69,
hsa-miR-548ap-5p/548j-5p,0.020982689,0.018014999,0.020556077,0.011353105,0.82,
hsa-miR-548aq-3p,0.001748557,0.010473836,0.015594266,0.009267841,2.03,
hsa-miR-548aq-5p,0.001748557,0.012568604,0.020024455,0.006024096,1.82,
hsa-miR-548ar-3p,0.017485574,0.000418953,0.004607397,0.003243744,0.44,
hsa-miR-548ar-5p,0.001748557,0.007960116,0.011872907,0.006024096,1.84,
hsa-miR-548as-3p,0.001748557,0.011311743,0.015771473,0.012743281,2.18,
hsa-miR-548as-5p,0.029725476,0.025137207,0.016480303,0.018999073,0.65,
hsa-miR-548at-3p,0.052456723,0.018433952,0.014708228,0.010889713,0.36,
hsa-miR-548at-5p,0.031474034,0.020528719,0.027289965,0.017377201,0.86,
hsa-miR-548au-3p,0.001748557,0.004608488,0.003012529,0.002548656,0.87,
hsa-miR-548au-5p/548c-5p/548o-5p/548am-5p,0.024479804,0.032259416,0.073186724,0.03313253,1.87,
hsa-miR-548av-3p,0.001748557,0.000418953,0.001772076,0.000231696,0.92,
hsa-miR-548av-5p/548k,0.055953838,0.018014999,0.022859776,0.019925857,0.58,
hsa-miR-548aw,0.372442735,3.03699359,1.028335489,2.597312326,1.06,
hsa-miR-548ay-3p,0.087427872,0.028907788,0.017189134,0.034522706,0.44,
hsa-miR-548ay-5p,0.001748557,0.000418953,0.004430189,0.000231696,2.15,
hsa-miR-548az-3p,0.001748557,0.004189535,0.006202265,0.00463392,1.82,
hsa-miR-548az-5p,0.054205281,0.015501278,0.011872907,0.012279889,0.35,
hsa-miR-548b-3p,0.0821822,0.034354183,0.044124683,0.040083411,0.72,
hsa-miR-548b-5p,0.019234132,0.006703255,0.010278039,0.00231696,0.49,
hsa-miR-548ba,0.038468264,0.005865348,0.008328755,0.004402224,0.29,
hsa-miR-548bb-3p,0.001748557,0.000418953,0.006733887,0.00347544,4.71,
hsa-miR-548bb-5p,0.001748557,0.000418953,0.002126491,0.003707136,2.69,
hsa-miR-548c-3p,0.029725476,0.005865348,0.006911095,0.003012048,0.28,
hsa-miR-548d-3p,0.047211051,0.02304244,0.02764438,0.018999073,0.66,
hsa-miR-548d-5p,0.001748557,0.004189535,0.004075774,0.002780352,1.15,
hsa-miR-548e-3p,0.059450953,0.049017554,0.079388988,0.024791474,0.96,
hsa-miR-548e-5p,0.038468264,0.023461393,0.022505361,0.025486562,0.77,
hsa-miR-548f-3p,0.031474034,0.009635929,0.011164076,0.005560704,0.41,
hsa-miR-548f-5p,0.029725476,0.008798023,0.010632454,0.008572753,0.5,
hsa-miR-548g-3p,0.020982689,0.006703255,0.007442718,0.003243744,0.39,
hsa-miR-548g-5p,0.019234132,0.005865348,0.010986869,0.000231696,0.45,
hsa-miR-548h-3p,0.019234132,0.005865348,0.006733887,0.005560704,0.49,
hsa-miR-548h-5p,0.027976919,0.010473836,0.023036983,0.011584801,0.9,
hsa-miR-548i,0.033222591,0.035611044,0.027821587,0.048192771,1.1,
hsa-miR-548j-3p,0.001748557,0.008379069,0.025340682,0.009499537,3.44,
hsa-miR-548l,0.103164889,0.036448951,0.043947476,0.034059314,0.56,
hsa-miR-548m,0.031474034,0.014663371,0.024454644,0.009267841,0.73,
hsa-miR-548n,0.027976919,0.011311743,0.017011926,0.009036145,0.66,
hsa-miR-548o-3p,0.001748557,0.000418953,0.001949283,0.000231696,1.01,
hsa-miR-548p,0.001748557,0.000418953,0.003189736,0.000231696,1.58,
hsa-miR-548q,0.001748557,0.009216976,0.015417058,0.00463392,1.83,
hsa-miR-548s,0.001748557,0.000418953,0.012050114,0.003012048,6.95,
hsa-miR-548t-5p,0.040216821,0.050274415,0.049618118,0.026413346,0.84,
hsa-miR-548u,0.001748557,0.01214965,0.014176605,0.011121409,1.82,
hsa-miR-548v,0.033222591,0.018852905,0.013644982,0.010194625,0.46,
hsa-miR-548w,0.026228362,0.006703255,0.006733887,0.008341057,0.46,
hsa-miR-548x-5p,0.001748557,0.006703255,0.011341284,0.004402224,1.86,
hsa-miR-548y,0.029725476,0.006284302,0.016303096,0.006255792,0.63,
hsa-miR-548z,0.001748557,0.000418953,0.003366944,0.002780352,2.84,
hsa-miR-549a,0.048959608,0.048598601,0.12581737,0.071130677,2.02,
hsa-miR-550a-3-5p,0.001748557,0.004189535,0.004075774,0.003012048,1.19,
hsa-miR-550a-3p,0.017485574,0.007541162,0.008505963,0.012279889,0.83,
hsa-miR-550a-5p,0.001748557,0.005446395,0.003721359,0.003012048,0.94,
hsa-miR-550b-2-5p,0.001748557,0.000418953,0.003721359,0.00463392,3.85,
